AIRPORT,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,RANKING
MC ALESTER REGIONAL ARPT,34.876,-95.7833,1124.0
MOUNT OLIVE MUNICIPAL ARPT,35.22225,-78.03779,1786.0
LT WARREN EATON ARPT,42.56655,-75.52411,1786.0
PLYMOUTH MUNICIPAL ARPT (MA),41.9053,-70.7238,762.0
KASTRUP AIRPORT,55.617917,12.655972,865.0
BELIZE INTERNATIONAL ARPT,17.539144,-88.308203,664.0
HALIFAX INTL,44.88083,-63.50861,1036.0
FLOYD BENNETT MEMORIAL,43.34121,-73.61031,646.0
KUUJJUARAPIK,55.2833,-77.75,1786.0
BOWERMAN ARPT,46.9712,-123.93656,960.0
THUNDER BAY,48.37194,-89.32389,1415.0
LOYOLA U MED CTR HELIPORT,41.8565,-87.8352,1415.0
CAPODICHINO (NAPLES),40.886033,14.290781,1415.0
ASTORIA REGIONAL,46.15797,-123.87869,717.0
OWATONNA DEGNER REGIONAL ARPT,44.1234,-93.26062,1415.0
ADNAN MENDERES,38.292392,27.156953,1786.0
MANCHESTER ,53.353744,-2.27495,717.0
CLAXTON-EVANS COUNTY ARPT,32.19526,-81.86948,1786.0
ST LOUIS REGIONAL,38.89029,-90.04604,629.0
BERMUDA DUNES ARPT,33.74844,-116.27481,960.0
ORANGE COUNTY ARPT (TX),30.06917,-93.80092,1786.0
FINLEYVILLE AIRPARK,40.2408,-80.0073,1786.0
SOUTH ALABAMA REGNL ARPT AT BILL BENTON FIELD,31.30875,-86.39376,1786.0
BROOKSVILLE-TAMPA BAY REGNL ARPT,28.4736111,-82.455467,514.0
PUSAN,35.179528,128.938222,1786.0
YOUNGSTOWN ELSER METRO,40.957,-80.673,1036.0
NEWTOK ARPT,60.93865,-164.64121,1786.0
OCEAN REEF CLUB,25.3218,-80.2715,1036.0
LONDON,43.03556,-81.15389,1036.0
IMPERIAL COUNTY ARPT,32.83422,-115.57874,1036.0
SUSSEX COUNTY ARPT,38.68919,-75.35889,835.0
VIRGIL I GRISSOM MUNICIPAL,38.84003,-86.44536,1415.0
DOUBLE EAGLE II ARPT,35.14515,-106.79516,1036.0
RULEVILLE-DREW ARPT,33.77639,-90.52501,1786.0
NEW KENT COUNTY,37.5018,-77.1218,1786.0
SANTA ROSA ROUTE 66,34.9338,-104.6392,1239.0
SUMMIT AIRPORT,39.52039,-75.72044,1786.0
SPRINGFIELD-BECKLEY MUNICIPAL ARPT,39.84028,-83.84015,865.0
MECKLENBURG-BRUNSWICK REGIONAL,36.68828,-78.05447,1415.0
SHOW LOW REGIONAL ARPT,34.26547,-110.00567,960.0
INDIANAPOLIS REGIONAL ARPT,39.84349,-85.89706,739.0
MACTAN CEBU ARPT,10.2,123.54,1786.0
HOUSTON-SOUTHWEST ARPT,29.5037,-95.4727,1036.0
PORT OCALL HELIPORT,33.7321,-118.27604,1786.0
ARTURO MICHELENA INTL,10.149733,-67.9284,907.0
MIDDLE BASS-EAST POINT,41.69,-82.7912,1786.0
MIAMI COUNTY ARPT,38.53751,-94.92524,1786.0
SPRUCE CREEK ARPT,29.046,-81.026,1239.0
NOGALES INTL ARPT,31.41772,-110.84789,1124.0
GOODSPEED,41.4407,-72.4533,1786.0
FLAGLER COUNTY ARPT,29.4657003,-81.2087181,399.0
CECIL ARPT,30.21869,-81.87672,254.0
PORTLAND-TROUTDALE ARPT,45.3296,-122.2408,521.0
OMAK ARPT,48.46442,-119.51806,1786.0
DOUGLAS-CHARLES AIRPORT,15.32,-61.18,1239.0
FULTON COUNTY ARPT (IN),41.06555,-86.1817,1036.0
TANGIER ISLAND ARPT,37.82514,-75.99778,1786.0
COMMUNITY HOSPITAL OF WILLIAM CO HELIPORT,41.47424,-84.558,1786.0
KAOHSIUNG INTL,22.577094,120.350006,907.0
SANTIAGO CIBAO INTL,19.406092,-70.604689,419.0
CLARK FIELD MUNICIPAL ARPT,32.21532,-98.17767,1124.0
COLOGNE-BONN,50.865917,7.142744,267.0
CLARK INTL,15.185833,120.560278,195.0
ROBT L BRADSHAW INTL,17.311194,-62.718667,739.0
MUSKOKA,44.97472,-79.30333,1415.0
HOUSTON MEMORIAL ARPT,37.33009,-91.97317,1786.0
LOS ALAMITOS ARMY AIRFIELD,33.79,-118.052,498.0
WESTERLY STATE ARPT,41.34962,-71.80338,629.0
TAUNTON MUNICIPAL ARPT - KING FIELD,41.8744017,-71.016645,1239.0
BREMERTON NATIONAL ARPT,47.49275,-122.76242,1124.0
CREVE COEUR ARPT,38.72752,-90.5083,1415.0
MC COOK BEN NELSON REGNL ARPT,40.20628,-100.59208,608.0
NEWPORT STATE ARPT,41.53244,-71.28154,813.0
HAMILTON MUNICIPAL ARPT,42.84382,-75.5614,1124.0
DADE-COLLIER TRAINING & TRANSITION ARPT,25.8618056,-80.897,1415.0
DAVIS AIRPORT,39.24455,-77.14859,1786.0
FRANCISCO C. ADA/SAIPAN INTL ARPT,15.119,145.72936,238.0
ROBERT SIBLEY ARPT,35.2017,-88.4923,1786.0
NICE COTE D'AZUR INTL ARPT,43.658411,7.215872,1415.0
LENAWEE COUNTY ARPT,41.8682,-84.0715,1415.0
BLANDING MUNICIPAL,37.58303,-109.48329,1239.0
VALENCIA AIRPORT,39.489314,-0.481625,835.0
GUAYMAS INTL,27.968983,-110.925169,1415.0
ROOKE FIELD ARPT,28.29362,-97.32305,1786.0
GROVETON-TRINITY COUNTY,31.0509,-95.0985,1786.0
AUBURN MUNICIPAL (CA),38.95482,-121.08173,1239.0
ADAMS COUNTY- LEGION FIELD,43.96117,-89.78805,1415.0
MINERAL WELLS ARPT,32.7816056,-98.060175,1036.0
CROSS CITY ARPT,29.63553,-83.10475,1124.0
FOX STEPHENS FIELD-GILMER MUNI ARPT,32.699,-94.948861,1786.0
LAGO VISTA TX - RUSTY ALLEN ARPT,30.2992,-97.5817,1415.0
L M CLAYTON,48.09452,-105.57505,1124.0
VALKARIA,27.96196,-80.55978,646.0
FERGUS FALLS MUNI ARPT-EINAR MICKELSON FIELD,46.28439,-96.15669,1124.0
BAIYUN AIRPORT,23.392436,113.298786,298.0
YERINGTON MUNICIPAL ARPT,39.00408,-119.15793,1786.0
KICKAPOO DOWNTOWN ARPT,33.861222,-98.49044,1239.0
NEW MARKET,38.65567,-78.70808,1415.0
MINUTE MAN AIR FIELD,42.46045,-71.51791,907.0
MOUNT AIRY/SURRY COUNTY ARPT,36.459733,-80.55296,960.0
CARSON ARPT,39.19222,-119.73444,1415.0
PLYMOUTH MUNICIPAL (IN),41.36513,-86.30051,1786.0
BETZ ARPT,41.8556,-83.87077,1786.0
JASPER COUNTY ARPT-BELL FIELD,30.88571,-94.03494,1415.0
HUNTINGBURG ARPT,38.249026,-86.953718,960.0
PALMDALE USAF PLANT 42 ARPT,34.62939,-118.08455,646.0
WADENA MUNICIPAL,46.4502697,-95.2109547,1786.0
KIPNUK ARPT,59.93295,-164.03051,1036.0
HUSLIA ARPT,65.69756,-156.35114,1786.0
FAIRMONT MUNI-FRANKMAN FLD,39.44817,-80.167028,1239.0
LAMONI MUNICIPAL ARPT,40.63333,-93.90217,1786.0
LAUGHLIN/BULLHEAD INTL ARPT,35.15739,-114.55952,595.0
GANSNER FIELD,39.94389,-120.94539,1786.0
WILLOW ISLAND AIRPARK,38.1209,-85.3319,1415.0
LAKE CITY MUNICIPAL ARPT,30.18206,-82.57686,1124.0
GREENWOOD-LEFLORE ARPT,33.49433,-90.08471,1415.0
CHESTERFIELD COUNTY ARPT,37.40654,-77.52499,865.0
DENTON MUNICIPAL ARPT,33.20072,-97.19798,277.0
JIM HOGG COUNTY ARPT,27.3496,-98.737,1239.0
BOERNE STAGE FIELD,29.7239294,-98.6946417,1036.0
GEORGETOWN COUNTY ARPT,33.31169,-79.31958,865.0
WINONA MUNI ARPT-MAX CONRAD FIELD,44.077213,-91.70832,1415.0
MADISONVILLE MUNICIPAL,37.35503,-87.39964,1124.0
SUNDANCE AIRPARK,35.60183,-97.70616,960.0
LAWRENCE SMITH MEMORIAL ARPT,38.6110222,-94.3421306,1239.0
ALMATY INTL ARPT,43.352072,77.040508,664.0
ORANGE COUNTY ARPT (NY),41.509983,-74.26465,683.0
SOUTHWEST WASHINGTON REGIONAL ARPT,46.118,-122.89839,960.0
PALMYRA (COOPER) AIRPORT,5.883333,-162.06666,1036.0
NORFOLK NAVAL STATION,36.93767,-76.28933,717.0
CAMDENTON MEMORIAL ARPT,37.9739667,-92.6911792,1124.0
DALLAS EXECUTIVE ARPT,32.68086,-96.8682,544.0
DONALDSON CENTER ARPT,34.7583,-82.3764,791.0
BAUDETTE INTL ARPT,48.72844,-94.61222,1786.0
MANAS INTL ARPT,43.061306,74.477556,1415.0
POLLOCK MUNICIPAL,31.4775,-92.46111,1786.0
AEROACRES ARPT,45.31651,-122.60537,1786.0
TANSONNHAT,10.818797,106.651856,556.0
PARIS MUNICIPAL,35.299,-93.6817,1786.0
DUBAI INTL,25.252778,55.364444,813.0
ANDERSON MUNI-DARLINGTON FLD,40.108611,-85.613,1036.0
DANIEL FIELD ARPT,33.4665028,-82.0393808,1415.0
CLARE MUNICIPAL ARPT,43.83448,-84.74015,1786.0
SOUTHERN CALIFORNIA LOGISTICS,34.5974541,-117.3829969,629.0
LAKE BARKLEY STATE PK ARPT,36.81894,-87.90891,1415.0
PETER PRINCE FIELD ARPT,30.6376208,-86.9936528,1415.0
MACOMB MUNICIPAL ARPT,40.52008,-90.65239,1786.0
HILTON HEAD ISLAND,32.22436,-80.69747,375.0
YELLOWSTONE REGIONAL,44.5202,-109.0238,629.0
VERMILION REGIONAL ARPT,40.1992,-87.5959,1786.0
GRAND CANYON WEST,35.99038,-113.81642,1124.0
LEIPZIG-HALLE,51.432447,12.241633,1124.0
MIDDLETON MUNI ARPT - MOREY FIELD,43.11427,-89.53154,1239.0
HARTNESS STATE ARPT (SPRINGFIELD),43.3436289,-72.5173125,1415.0
STEVENSVILLE,46.5251111,-114.0528056,1415.0
RAMONA ARPT,33.03915,-116.91525,696.0
MERRILL MUNICIPAL ARPT,45.1989,-89.7129,1786.0
GENERAL RAFAEL BUELNA INTL,23.161356,-106.266072,791.0
POTSDAM MUNICIPAL ARPT (DAMON FIELD),44.6767,-74.9484,1239.0
NEWARK-HEATH ARPT,40.0246592,-82.4618141,1124.0
OUTLAW FIELD ARPT,36.6218808,-87.4149536,1786.0
NAGOYA ,35.255,136.924,907.0
OCEANSIDE  MUNICIPAL ARPT,33.2179764,-117.3515075,1786.0
MERIDEN MARKHAM MUNICIPAL ARPT,41.5087147,-72.8294783,1124.0
SHEREMETYEVO INTL,55.972642,37.414589,1415.0
SAN BERNARDINO INTL ARPT,34.09535,-117.23487,380.0
PRINCETON MUNICIPAL,45.5598678,-93.6082161,1415.0
SOUTH ALBANY ARPT,42.5607222,-73.8339444,1239.0
SEYMOUR MUNICIPAL,33.6487,-99.26063,1786.0
NASA SHUTTLE LANDING FACILITY,28.615,-80.6945,1036.0
FRIDAY HARBOR ARPT,48.5219722,-123.0243611,683.0
SOUTH JERSEY REGIONAL ARPT,39.94289,-74.84571,1036.0
RICHARD I BONG ARPT,46.68972,-92.09466,1124.0
VIENNA INTL,48.110278,16.569722,608.0
DEXTER B FLORENCE MEMORIAL FIELD ARPT,34.0998464,-93.0661169,960.0
GREENWOOD LAKE ARPT,41.1282311,-74.3467306,1239.0
BROOKS COUNTY,27.20683,-98.12117,1415.0
MONTROSE REGIONAL ARPT,38.5098,-107.89424,306.0
BIRD FIELD AIRPORT,37.32005,-93.41992,1786.0
EDWARD F KNAPP STATE ARPT,44.203505,-72.5623294,1124.0
FERIHEGY ARPT,47.436933,19.255592,960.0
JEFFERSON COUNTY INTL,48.0538086,-122.8106436,1786.0
PATUXENT RIVER NAS,38.28598,-76.41178,1415.0
NEWTON FIELD ARPT,45.6327558,-70.2487922,1415.0
TRIPLE W ARPT,35.62035,-78.700261,1786.0
TREVISO ARPT,45.6484,12.194422,1239.0
BEAUFORT COUNTY ARPT,32.4121611,-80.6341854,835.0
BRADFORD REGIONAL,41.80307,-78.64012,813.0
KOKOMO MUNICIPAL ARPT,40.5281775,-86.05899,1786.0
ANDREWS UNIV AIRPARK,41.9517217,-86.3676589,1786.0
MADISON COUNTY ARPT,39.9327269,-83.4620036,1415.0
ELKHART-MORTON COUNTY ARPT,37.0007356,-101.8800114,1786.0
PADGHAM FIELD,42.5309828,-85.8251356,1415.0
CASTLE ARPT,37.38048,-120.56819,762.0
MACTAN-CEBU INTL,10.307542,123.979439,1415.0
HARVEY FIELD,47.9081531,-122.1054072,907.0
HAYS REGIONAL,38.84221,-99.2731714,696.0
TEXAS GULF COAST REGIONAL ARPT,29.10864,-96.46208,960.0
COLES COUNTY MEMORIAL ARPT,39.4779372,-88.2792383,813.0
MONROE-WALTON COUNTY,33.78242,-83.69286,1415.0
LEESBURG INTL ARPT,28.82274,-81.80901,582.0
KILLEEN/FT HOOD REGIONAL,31.06725,-97.8289167,498.0
SELDOVIA,59.44244,-151.70405,1786.0
CUSTER ARPT,41.93991,-83.43468,1415.0
LONDON-LUTON ARPT,51.874722,-0.368333,1036.0
MIDLAND AIRPARK,32.0365244,-102.1010278,595.0
WINSTON FIELD ARPT,32.6933886,-100.9504661,1415.0
CEDAR CITY REGIONAL,37.70097,-113.09885,683.0
PETALUMA MUNICIPAL ARPT,38.2578325,-122.6055406,907.0
ARANSAS COUNTY ARPT,28.08678,-97.04461,960.0
WILLISTON MUNICIPAL ARPT,29.3542194,-82.4728833,1239.0
SUVARNABHUMI INTL ARPT,13.681108,100.747283,608.0
TAHITI FAAA,-17.556667,-149.611389,1415.0
FARMINGTON REGIONAL,37.76108,-90.4286,1786.0
CHERRY POINT MARINE AIR CORPS AIR ST,34.9031685,-76.8807707,1036.0
BASEL-MULHOUSE-FREIBURG,47.589583,7.529914,762.0
DAKAY-YOFF-LEOPOLD SEDAR SENGHOR,14.739708,-17.490225,1124.0
CAPITOL,43.08751,-88.1779,1415.0
LEE GILMER MEMORIAL ARPT,34.2729,-83.82681,960.0
MARCH ARB ARPT,33.885,-117.25945,601.0
ZELIENOPLE MUNICIPAL,40.8016194,-80.1607289,1124.0
PINCKNEYVILLE-DU QUOIN,37.9778842,-89.3604489,1415.0
PAUMA VALLEY AIR PARK ARPT,33.31059,-116.99808,1786.0
OSCEOLA MUNICIPAL ARPT,35.6911464,-90.0101203,1786.0
MATINICUS ISLAND ARPT,43.871111,-68.893333,1786.0
ST GEORGE MUNICIPAL ARPT,37.0905833,-113.5930556,1036.0
STUTTGART ,48.689878,9.221964,1036.0
MC CLELLAN AIRFIELD,38.6672,-121.4003,475.0
HEBER CITY MUNI ARPT - RUSS MCDONALD FIELD,40.48181,-111.42881,1786.0
GEORGETOWN MUNICIPAL ARPT,30.67881,-97.67938,507.0
HENRI COANDA INTL ARPT,44.572161,26.102178,1786.0
LOPEZ ISLAND ARPT,48.48391,-122.93768,1786.0
LA CHOLLA AIRPARK ARPT,32.4467392,-111.0028806,1415.0
ROSECRANS MEMORIAL ARPT,39.77194,-94.90971,341.0
RAS TANAJIB,27.867844,48.76915,1124.0
ST CLAIR COUNTY INTL ARPT,42.91096,-82.52886,739.0
SANDPOINT ARPT,48.29965,-116.55977,1036.0
JOSE MARIA CORDOVE ARPT,6.164536,-75.423119,791.0
CHEHALIS-CENTRALIA ARPT,46.6770292,-122.9827472,865.0
BERT MOONEY,45.9548,-112.49746,1036.0
DEER PARK ARPT,47.9666389,-117.4266667,1786.0
PERRY COUNTY MUNICIPAL,38.0177,-86.69093,1786.0
LINCOLN PARK ARPT,40.94752,-74.3145,1239.0
FOWLER ARPT,38.0725061,-104.0457947,696.0
WALKER FIELD (IA),41.58613,-91.22016,1786.0
NEW RICHMOND REGIONAL,45.1477639,-92.5391083,1415.0
CARROLL COUNTY ARPT,36.3813333,-93.6245556,1786.0
SKY HARBOR,46.7218608,-92.0434389,1786.0
CORVALLIS MUNICIPAL ARPT,44.497111,-123.28953,960.0
SUDBURY,46.625,-80.79889,1415.0
SPANISH FORK-SPRINGVILLE,40.14162,-111.66131,1124.0
SELAWICK ARPT,66.60013,-159.98575,1786.0
BOLINGBROOKS CLOW INTL,41.0,-88.0,1786.0
CHARLTON BUILDING HELIPORT,44.018297,-92.451843,1786.0
SCOTT AFB/MIDAMERICA ARPT,38.545179,-89.835184,244.0
HERNANDO VILLAGE ARPK,34.79815,-90.03703,1786.0
INCIRLIK AIR BASE,37.0021,35.425894,1239.0
PLANT CITY ARPT,28.0002167,-82.1642417,960.0
WASHINGTON COUNTY MEMORIAL,39.7335,-97.04766,1786.0
NORTH PALM BEACH COUNTY GENERAL AVIATION ,26.84591,-80.22236,960.0
WAUSAU DOWNTOWN ARPT,44.9261564,-89.626635,1036.0
MILLINGTON REGIONAL JETPORT ARPT,35.35667,-89.87028,521.0
RIYAHD AIR BASE,24.725,46.714,1786.0
DIXON ARPT,41.0382981,-107.4972869,1786.0
MIAMI VALLEY HOSPITAL HELIPORT,39.745337,-84.18744,1786.0
SEELEY LAKE,47.1791,-113.44535,1415.0
WILLMAR MUNI ARPT-JOHN L RICE FIELD,45.11772,-95.13042,960.0
ANACORTES,48.499,-122.6624,1786.0
HENDERSON CITY-COUNTY ARPT,37.8078333,-87.6856944,1124.0
POSSUM KINGDOM ARPT,32.9205,-98.4352,1415.0
SOUTHAMPTON ARPT,50.950261,-1.356803,1415.0
EAST KANSAS CITY ARPT,39.01556,-94.21328,1415.0
ST. GEORGE  ARPT,56.5773528,-169.6637361,1415.0
SHENZHEN BAOAN INTL ARPT,22.639258,113.810664,664.0
WHEELER-SACK ARMY AIRFIELD,44.0556667,-75.7195,1415.0
BRISTOL INTL,51.382669,-2.719089,1786.0
GOOSE BAY,53.31917,-60.42583,1786.0
NEW CASTLE MUNICIPAL ARPT,41.0253889,-80.4134444,1786.0
LIVINGSTON COUNTY SPENCER J HARDY,42.62943,-83.98219,1239.0
EDSON,53.57889,-116.465,1786.0
UMMC HELIPORT,42.285871,-83.727996,1786.0
DIAMOND POINT AIRSTRIP,48.0925925,-122.9285056,1786.0
MAGNOLIA MUNICIPAL,33.2274681,-93.2169917,1786.0
MARLBORO ARPT,42.34317,-71.509,1239.0
GRANT COUNTY,32.63655,-108.15639,960.0
HALF MOON BAY,37.513444,-122.501167,960.0
HUTCHINSON MUNICIPAL-BUTLER FLD,44.85989,-94.3825,1415.0
ELEFTHERIOS VENIZELOS INTL,37.936358,23.944467,791.0
COVENTRY ARPT,52.369722,-1.479722,1786.0
ALLEGHENY GEN HOSP EMERG HELIPORT,40.4509,-80.00061,1786.0
SAN SALVADOR INTL,24.063275,-74.523967,1036.0
BAHRAIN INTL,26.270834,50.63361,1239.0
DOWNTOWN MANHATTAN/WALL ST HELIP,40.7012136,-74.0090283,1786.0
BLACKBUSHE ARPT,51.323889,-0.8475,1786.0
ROCK HILL (YORK CO) BRYANT FLD,34.9878333,-81.0571667,865.0
MCCONNELL AIR FORCE BASE,37.623,-97.267333,791.0
TAPPAHANNOCK-ESSEX COUNTY,37.8596111,-76.8941111,1786.0
PENNS LANDING HELIPORT,39.93733,-75.14129,1239.0
LONDON ASHFORD ARPT,50.9561111,0.9391666,1786.0
MARSHALL ISLANDS INTL ARPT,7.06498,171.27203,835.0
EXXON HELIPORT,29.2547772,-89.9673575,1124.0
CAPE TOWN INTL ARPT,-33.964806,18.601667,1415.0
PICKAWAY COUNTY MEMORIAL ARPT,39.5160093,-82.9821411,1415.0
FIRST FLIGHT,36.01822,-75.67129,1239.0
GRIFFISS INTL,43.2338056,-75.4070278,696.0
HENDRICKS COUNTY-GORDON GRAHAM FIELD,39.74678,-86.47517,1786.0
ERA HELICOPTERS CAMERON BASE HELIPORT,29.78439,-93.29738,1786.0
CARLISLE MUNICIPAL,34.80822,-91.71211,1786.0
BURLINGTON-ALAMANCE REGIONAL,36.04854,-79.47489,907.0
BOOTHVILLE HELIPORT,29.3513889,-89.4372222,835.0
SEBASTIAN MUNICIPAL,27.8132347,-80.4955841,1124.0
MITCHELL MUNICIPAL ARPT,43.7748333,-98.0386111,1239.0
BAY BRIDGE,38.976389,-76.32963,1239.0
DOHA INTL,25.261125,51.565056,1786.0
CLEVELAND MUNICIPAL ARPT,33.76113,-90.75786,907.0
KITCHENER/WATERLOO REGIONAL,43.45889,-80.38444,907.0
KIT CARSON COUNTY,39.2425,-102.28539,1239.0
HUMBERSIDE,53.574444,-0.350833,1786.0
COMPTON/WOODLEY ARPT,33.8900161,-118.2436831,1786.0
CAPE COD COAST GUARD AIR STATION,41.6585,-70.5215,493.0
USAF ACADEMY BULLSEYE AUX AIRSTRIP,38.7577731,-104.3082956,717.0
MC GUIRE AIR FORCE BASE,40.0155822,-74.5917081,1124.0
GWINNETT COUNTY - BRISCOE FIELD,33.97808,-83.96238,544.0
PHI VENICE HELIPORT,29.27111,-89.35583,1786.0
VIRGINIA HIGHLANDS ARPT,36.6871025,-82.0333267,1786.0
CULLMAN REGIONAL ARPT-FOLSOM FIELD,34.2686944,-86.8580278,1786.0
BLUE SPRINGS HELIPORT,39.0269508,-94.2635586,1786.0
HOMESTEAD AIR RESERVE BASE,25.4884431,-80.3836658,470.0
ENTERPRISE MUNICIPAL ARPT,45.4248731,-117.2648911,1415.0
GREEN COUNTY,39.9011389,-80.1306944,1786.0
COOPERSTOWN MUNICIPAL ARPT,47.4227736,-98.1058714,1786.0
JESSE VIERTEL MEMORIAL ARPT,38.9467222,-92.6826667,1786.0
ERA HELICOPTERS FOURCHON HELIBASE,29.1232853,-90.2017444,1786.0
WAYNESVILLE-ST ROBERT REGIONAL FORNEY FIELD,37.7416311,-92.1407361,907.0
CLAREMONT MUNICIPAL ARPT,43.3704319,-72.3686767,1786.0
CAVERN CITY AIR TERMINAL,32.3374722,-104.2632778,1036.0
BELLEVILLE MUNICIPAL,39.8177597,-97.6595864,1415.0
LACONIA MUNICIPAL,43.5730417,-71.4178417,960.0
FRONT RANGE ARPT,39.78525,-104.5431,582.0
POPLAR BLUFF MUNICIPAL,36.7739444,-90.3248611,1415.0
NOI BAI INTL ARPT,21.221192,105.807178,1124.0
WAYNE COUNTY,40.8748333,-81.88825,1036.0
NYPD AIR OPS HELIPORT -PVT,40.6001047,-73.8995808,1786.0
HUTSON FIELD ARPT,48.4047222,-97.3709444,1036.0
LANGLEY AIR FORCE BASE,37.0828333,-76.3605,1786.0
MARINA MUNICIPAL ARPT,36.6815278,-121.7616667,1786.0
PINE RIVER REGIONAL ARPT,46.7247875,-94.3817,1415.0
CHILLICOTHE MUNICIPAL ARPT,39.7819444,-93.4962778,1415.0
FAULKTON MUNICIPAL ARPT,45.0303472,-99.1126069,1786.0
NORTH CENTRAL STATE ARPT,41.9207633,-71.4913814,717.0
MONTICELO MUNICIPAL ARPT/ELLIS FIELD,33.6385525,-91.7510183,1786.0
ADAK ARPT,51.8779638,-176.6460306,1415.0
LEA COUNTY REGIONAL ARPT,32.6875278,-103.2170278,1036.0
LOUISA COUNTY ARPT/FREEMAN FLD,38.00983,-77.97014,1415.0
WASHINGTON EXECUTIVE ARPT HYDE FIELD,38.7482614,-76.9328169,1415.0
DE KALB TAYLOR MUNICIPAL ARPT,41.9338342,-88.7056864,1239.0
ONTARIO MUNICIPAL ARPT,44.0193611,-117.0130278,1239.0
SCOTT CITY MUNICIPAL ARPT,38.4742778,-100.8849444,1786.0
FULTON COUNTY ARPT,42.9981944,-74.3295556,1415.0
WILDER ARPT,44.4308028,-97.5611886,1415.0
SOUTH COUNTY ARPT OF SANTA CLARA COUNTY,37.0815861,-121.5968056,1415.0
ELK GROVE ARPT,38.3923611,-121.33075,1786.0
NAS JRB FORT WORTH,32.76917,-97.44153,1786.0
GRANITE FALLS MUNICIPAL ARPT,44.7532819,-95.5560171,1239.0
BOLIVAR MUNICIPAL ARPT,37.5961069,-93.3476986,1124.0
GREENSBURG JEANETTE REGIONAL ARPT,40.3764572,-79.6083758,1786.0
FARIFIELD COUNTY ARPT,34.31547,-81.10881,1415.0
CANYONLANDS FIELD,38.7549561,-109.7548439,865.0
CARROLL COUNTY-TOLSON ARPT,40.56187,-81.07749,1415.0
ODESSA-SCHLEMEYER FIELD ARPT,31.9214152,-102.3871329,1124.0
THROCKMORTON MUNICIPAL,33.17927,-99.1498,1786.0
C DAVID DAMPBELL FIELD-CORSICANA MUNI ARPT,32.0280556,-96.4005833,1415.0
DELPHI MUNICIPAL ARPT,40.543,-86.6814833,1415.0
SPRINGERVILLE MUNICIPAL,34.13544,-109.31,1415.0
VERNAL ARPT,40.4409,-109.50992,683.0
LIEGE ARPT,50.637417,5.443222,960.0
MARCO POLO INTL,45.505278,12.351944,595.0
HOGUE ARPT,35.63896,-85.39719,1786.0
BAGRAM AIR BASE,34.5646,69.1554,1239.0
GREAT BENT MUNICIPAL,38.34425,-98.85919,907.0
STILLWATER REGIONAL ARPT,36.1612222,-97.0856944,437.0
LONDON-CORBIN ARPT-MAGEE  FIELD,37.08728,-84.07678,664.0
MUELLER FARM ARPT,38.82333,-84.68472,1786.0
HARBOR SPRINGS ARPT,45.42557,-84.91338,1786.0
NASH FIELD INDIANOLA (PVT),41.30388,-93.56772,1786.0
SHERMAN ARMY AIRFIELD,39.36833,-94.91469,1415.0
PICKENS COUNTY ARPT (SC),34.80997,-82.70289,1786.0
INDEPENDENCE MUNICIPAL ARPT,37.1583611,-95.7783889,1415.0
TWIN LAKES RANCH ARPT,35.0263889,-99.3394444,1786.0
KNOX COUNTY ARPT,40.32892,-82.52608,1415.0
LAKE TEXOMA STATE PARK ARPT,33.99105,-96.64272,1786.0
BOWMAN FIELD ARPT,44.41,-70.1460833,1786.0
BRANSON ARPT,36.5320825,-93.2005444,551.0
GUERNSEY ARPT,49.434956,-2.601969,1239.0
BELFAST INTL ARPT,54.6575,-6.215833,1786.0
ALDERNEY ARPT,49.706111,-2.214722,1786.0
OSBORNE ARPT,16.791389,-62.193333,1786.0
EDINBURGH ARPT,55.95,-3.3725,1124.0
CANANDAIGUA ARPT,42.9071861,-77.3216264,1415.0
QUEBEC/JEAN LESAGE INTL,46.79111,-71.39333,1415.0
FRENCH LICK MUNICIPAL ARPT,38.50622,-86.63694,1415.0
GLOUCESTERSHIRE ARPT,51.894167,-2.167222,1239.0
FARNBOROUGH ARPT,51.275833,-0.776333,1786.0
INVERNESS ARPT,57.5425,-4.0475,1786.0
VANCE BRAND ARPT,40.1642958,-105.1637319,1036.0
BALDWIN COUNTY ARPT,33.154225,-83.2414139,1415.0
DEMING MUNICIPAL ARPT,32.2623056,-107.7206389,1786.0
SOUTH LAFOURCHE LEONARD MILLER  JR ARPT,29.4411056,-90.2611208,762.0
YORK ARPT,39.917,-76.8730278,1786.0
ANIMAS AIR PARK,37.2031783,-107.8691953,1415.0
JACKSONVILLE NAS (TOWERS FIELD),30.2338569,-81.6749653,960.0
CORPUS CHRISTI NAS/TRUAX FIELD,27.6888,-97.288,406.0
DEL RIO INTL ARPT,41.53493,-93.66068,717.0
NORTH ISLAND NAS (HALSEY FIELD),32.6981946,-117.2131041,1239.0
HOMESTEAD GENERAL AVIATION ARPT,25.4992303,-80.5542449,907.0
ELOY ALFARO INTL,-0.946078,-80.678808,1786.0
SELFRIDGE AIR NATIONAL GUARD BASE,42.6083333,-82.8355,907.0
EL RENO REGIONAL ARPT,35.4726719,-98.0057875,1415.0
LEBANON MUNICIPAL ARPT (TN),36.1904112,-86.3156904,1415.0
MOUNT WASHINGTON RGNL ARPT,44.3675556,-71.5458056,1786.0
NORTHWEST FLORIDA BEACHES INTL,30.358241,-85.7956034,288.0
NEWTON CITY/COUNTY ARPT,38.0582278,-97.27452,1239.0
DILLINGHAM ARPT,59.0446667,-158.5055,595.0
